budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Horror""}]",,330661,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""horror""}]",en,Dead West,A charismatic serial killer embarks on a murderous cross-country road trip in search of true love.,46.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Dead West,3.7,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330662,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Fiza,In 1993 Fiza's brother Aman disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2000-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Fiza,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}]",,330663,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}]",en,My Quick Way Out,"Biopic of Spain's Juan Carlos Delgado ""El Pera"", a young delinquent in the 1980s, who is now a car driver and a sport journalist.",78.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2006-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,My Quick Way Out,6.3,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Family""}]",,330664,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""family""}]",en,Pet Pyaar Aur Paap,"A girl is struggling with extreme poverty and the responsibility of taking care of her siblings. She falls in love, which would cause even more tragedy to her family and to herself.",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1984-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Pet Pyaar Aur Paap,6.7,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Sci-Fi""}]",,330665,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""sci-fi""}]",en,The Final Test,"An ambitious young executive is happy when he lands a job managing a busy, modern factory. He is determined to keep productivity high and earn advancement, but the workers start to walk out faster than they can be replaced.",73.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1987-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Final Test,5.9,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Family""}, {""id"": 3, ""name"": ""Fantasy""}]",,330666,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""family""}, {""id"": 3, ""name"": ""fantasy""}]",en,Ella Enchanted,"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",78.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2004-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Ella Enchanted,6.3,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Sci-Fi""}]",,330667,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""sci-fi""}]",en,Homunculus,"A group of scientists, led by a Professor Ortmann, produce a living human child using scientific processes - a ""homunculus."" This creature is human in every way, except that he cannot experience love.",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1916-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Homunculus,6.7,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Horror""}]",,330668,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""horror""}]",en,Room 203,Two best friends and roommates are terrified by the vengeful spirits dwelling in their apartment. Based on the novel published by Kobunsha and written by Nanami Kamon.,53.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2022-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Room 203,4.3,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Mystery""}]",,330669,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""mystery""}]",en,Error 113,"Four strangers meet up at apartment 113 invited by Annie Annie, an artificial intelligence app that helps people with their everyday problems. Annie Annie has told them that the app is ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Error 113,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Thriller""}]",,330670,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""thriller""}]",en,Tunnel Vision,"When a jury fails to convict the serial killer who savagely murdered his family, one man must rise above his desire for revenge and descend into the deranged world of a sadistic predator to...                See full summary »",52.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Tunnel Vision,4.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}]",,330671,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}]",en,Life Gamble,"LIFE GAMBLE is the tale of a simple blacksmith (Kuo Chue) with extraordinary martial-arts skills who is entangled in a life-and-death struggle among swordsmen, thieves, con artists, a ...                See full summary »",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Life Gamble,6.7,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}]",,330672,"[{""id"": 1, ""name"": ""adventure""}]",en,De zwarte tulp,In Holland a Royalist jails the ruler's son to obtain the secret of black tulips.,70.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1921-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,De zwarte tulp,5.6,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Romance""}]",,330673,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""romance""}]",en,The Princess and the Warrior,Two enamoured strangers look for a warm place in a cold world.,92.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2000-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Princess and the Warrior,7.4,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Romance""}]",,330674,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""romance""}]",en,Kidnap Me,"A couple book a role play kidnap experience, only to get nabbed by a pair of dimwitted gangsters.",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2017-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Kidnap Me,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Horror""}]",,330675,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""horror""}]",en,Appendage,A young fashion designer's life spirals as her darkest inner thoughts manifest into something gruesome- that won't stop growing.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2023-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Appendage,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Thriller""}]",,330676,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""thriller""}]",en,Ghost Keeper,Three friends on a New Year's Eve snowmobiling excursion find themselves stranded at an abandoned lodge where the elderly female innkeeper is concealing a sinister secret.,63.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1981-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Ghost Keeper,5.1,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Drama""}]",,330677,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""drama""}]",en,Pride,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,97.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Pride,7.8,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Romance""}]",,330678,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""romance""}]",en,The Secret Life of Walter Mitty,A clumsy daydreamer gets caught up in a sinister conspiracy.,86.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1947-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,The Secret Life of Walter Mitty,6.9,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Musical""}]",,330679,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""musical""}]",en,Dizzy Dames,"Lillian Bennett runs a theatrical boarding house in New York City. She doesn't want her débutante daughter Helen Bennett, reared in finishing schools away from New York, to know of her own ...                See full summary »",80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1935-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Dizzy Dames,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Romance""}]",,330680,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""romance""}]",en,Ming Ming,"Two virtually look alike women Ming Ming and Nana; one flies bead with invincible force like warrior, the other just as ordinary and hysterical; they don't know each other yet fall for the ...                See full summary »",55.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2006-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Ming Ming,4.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330681,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Zorawar,"A soldier travels to Durban in order to search for his father, who settled there.",47.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Zorawar,3.8,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Biography""}, {""id"": 3, ""name"": ""History""}]",,330682,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""biography""}, {""id"": 3, ""name"": ""history""}]",en,Futures Past,"A move of past evidence to a new location seems to pass without hitch - but has it? Items are missing and who are the sinister men in black, housed in the white building with no windows. ...                See full summary »",15.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Futures Past,1.2,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}]",,330683,"[{""id"": 1, ""name"": ""fantasy""}]",en,Maledicta Electronica,"Maledicta Electronica is a mesmerizing journey into a video world of performance, S&M, politics and poetry. Maybury mixes exquisite image-making with an acutely urbane politic that never lets the viewer drift too long in pleasure fields.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1996-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,Maledicta Electronica,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330684,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,My Beloved One,"Two egyptians live in lebanon meets,the doubts and theories of the painter about his girlfriend when he failed To make her pose revealed to his paintings,is she virtuous or pretend to be?...                See full summary »",85.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1974-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,My Beloved One,6.8,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}]",,330685,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}]",en,Kalevala - uusi aika,"The Kalevala lives on. Sampo Väinölä works as a IT key player. The company where he works is launching a type of brain install, a smart phone that allows the human mind to directly link to the virtual world.",48.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Kalevala - uusi aika,3.9,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330686,"[{""id"": 1, ""name"": ""horror""}]",en,A Tribe Called Home,Brunson Miller actor and soap opera star gets stranded out in the mountains after going on a retreat for addiction. After getting his truck and gear weged on a back power line road he takes...                See full summary »,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2022-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,A Tribe Called Home,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""War""}]",,330687,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""war""}]",en,The Mountain Road,A US Army Major stationed in East China in 1944 is ordered to blow up military installations in order to slow down the advancing Japanese Army.,77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1960-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,The Mountain Road,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Fantasy""}]",,330688,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""fantasy""}]",en,Roast Pork,"Nicolai has seen a lot. Wars, famine, the goddamn Easter Bunny. What he wasn't expecting was to stumble across a child with the ability to wish for anything he wants. Sometimes being Santa turned hitman can be surprising.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Roast Pork,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330689,"[{""id"": 1, ""name"": ""thriller""}]",en,Sense,A blind woman is targeted by the board of directors after she inherits a controlling stake in her father's company. She must find a way to survive with the help of the demented spirit of her sister and an unassuming psychiatrist.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Sense,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Western""}]",,330690,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""western""}]",en,Millionaires' Express,"In early twentieth century China, various criminals with different goals are connected to a Shanghai train, with many rich people on-board.",87.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1986-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Millionaires' Express,7.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Sci-Fi""}]",,330691,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""sci-fi""}]",en,D4,"A team of special ops mercenaries is sent on a mission to rescue a kidnapped kid, believed to be held in an abandoned government facility but this simple search and rescue turns into a fight for survival.",42.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,D4,3.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330692,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,The Power of Few,Religious conspiracy collides with urban crime in a story told from multiple perspectives.,63.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Power of Few,5.1,1800
30000000,"[{""id"": 1, ""name"": ""Musical""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Drama""}]",,330693,"[{""id"": 1, ""name"": ""musical""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""drama""}]",en,Heer Raanjha,"Tragic love story. Punjabi ""Romeo and Juliet"".",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1970-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Musical story.,Heer Raanjha,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""War""}]",,330694,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""war""}]",en,Battle Scars,"After his best friend is drafted to fight in Vietnam, a young man must grapple with the reality of life before and after war.",48.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2020-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Battle Scars,3.9,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}]",,330695,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}]",en,Prowokator,"At the beginning of the 20th century, there's no Poland. Russia occupies Warsaw. Herling, a fearless provocateur, is captured when a bomb he sets off kills two children. Although he's ...                See full summary »",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1995-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Prowokator,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330696,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,Animal,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing, blood thirsty predator.",57.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Animal,4.6,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Thriller""}]",,330697,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""thriller""}]",en,Trooper,"Everyone has secrets. Do you know what secrets your neighbors keep? One determined young girl will do whatever it takes to beat her rival, until she discovers the dark secrets down the ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Trooper,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330698,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Waqt Ki Deewar,"Cruel and lustful Thakur Dayal Singh (Amjad Singh) brutally rapes Sarla (Nazneen), forcing her to commit suicide, leaving her young children, Vikram and Munna, homeless. Vikram and Munna ...                See full summary »",71.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1981-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Waqt Ki Deewar,5.7,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330699,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Danger on the Air,"Caesar Kluck, soft-drink magnate, is found dead in the office of a big radio-broadcasting company. Benjamin Franklin Butts, a sound engineer, discovers that Kluck met his death from ...                See full summary »",80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1938-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Danger on the Air,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""History""}]",,330700,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""history""}]",en,Kennedy/Reagan,Join Senator Ted Kennedy and President Ronald Reagan in the greatest debate in history! A must see movie for lovers of politics and history! Don't miss this opportunity to experience ...                See full summary »,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Kennedy/Reagan,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Romance""}]",,330701,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""romance""}]",en,Beladingala Baale,"An anonymous, mysterious caller who claims to be a huge fan of Revanth, the Chess Grandmaster from India, challenges him in many ways. It results in an inner quest for him as he literally sets out to track down the elusive caller.",107.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1995-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Beladingala Baale,8.6,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330702,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,Code Name Vengeance,The wife and daughter of the president of an African state were kidnapped by terrorists. The American embassador tries to liberate them and reactivates therefore an agent who is in prison at that moment.,55.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1987-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Code Name Vengeance,4.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330703,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,The Trough,An undercover police officer's identity is exposed when he takes on a child abduction case.,57.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Trough,4.6,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Thriller""}]",,330704,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""thriller""}]",en,Varisi,"A story of 4 techies, a social media addict, and a CBI officer, whose lives are blessed with happy-go-lucky moments until they are heavily struck with a terrorizing incident.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Varisi,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330705,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,Three Sisters,"Nearly a thousand miles away from their beloved Moscow, Chekhov's Three Sisters live in virtual exile. Olga, a schoolmistress, attempts to support her siblings and the home that is the sole legacy of their late father.",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1970-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Three Sisters,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330706,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Countdown,An FBI agent works with a Tokyo policeman in Seattle to stop a criminal obsessed with a student.,48.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1996-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Countdown,3.9,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330707,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Blair Witch,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",62.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Blair Witch,5.0,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330708,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,The Guilty Generation,"A Romeo and Juliet love story between the son of a brutal Italian bootlegger and the daughter of his bitter ex-partner, who is engaged in a blood feud with his one-time friend.",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1931-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Guilty Generation,6.7,1800
