track_id,track_name,artist_name,album_name,genre,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
t_0684,Cosmic Glow,Chet Baker,Chet Baker - Deep Collection Vol. 1,jazz,89,142787,0.526,0.616,6,-11.8,1,0.0809,0.548,0.0164,0.085,0.793,123.1,4
t_0685,Lost Dawn,Chet Baker,Chet Baker - Deep Collection Vol. 1,jazz,69,240149,0.518,0.553,2,-11.0,0,0.0732,0.434,0.0391,0.099,0.607,125.4,4
t_0686,Vintage Dawn,Chet Baker,Chet Baker - Silent Collection Vol. 2,jazz,94,309607,0.549,0.526,3,-10.3,1,0.075,0.332,0.0467,0.215,0.573,114.8,4
t_0687,Electric Star,Chet Baker,Chet Baker - Silent Collection Vol. 2,jazz,52,246971,0.527,0.726,5,-17.7,1,0.0557,0.488,0.035,0.12,0.739,108.7,4
t_0688,Deep Rain,Chet Baker,Chet Baker - Silent Collection Vol. 2,jazz,61,312498,0.512,0.424,11,-8.1,1,0.0761,0.507,0.0405,0.32,0.806,102.5,4
t_0689,Cosmic Journey,Chet Baker,Chet Baker - Silent Collection Vol. 2,jazz,58,303298,0.747,0.427,2,-11.6,0,0.0827,0.532,0.0318,0.136,0.393,110.2,4
t_0690,Astral Lullaby,Chet Baker,Chet Baker - Silent Collection Vol. 2,jazz,62,259145,0.821,0.758,8,-4.7,1,0.0674,0.546,0.0483,0.225,0.535,85.1,4
t_0691,Cosmic Pulse,Chet Baker,Chet Baker - Hypnotic Collection Vol. 3,jazz,56,315721,0.845,0.434,5,-4.5,1,0.0584,0.344,0.0416,0.165,0.616,91.8,4
t_0692,Cosmic Chronicle,Chet Baker,Chet Baker - Hypnotic Collection Vol. 3,jazz,94,177626,0.6,0.424,5,-6.7,1,0.0705,0.57,0.0437,0.315,0.614,88.1,4
t_0693,Hypnotic Neon,Chet Baker,Chet Baker - Hypnotic Collection Vol. 3,jazz,76,291006,0.734,0.451,9,-15.0,1,0.0766,0.486,0.0208,0.108,0.393,99.3,4
t_0694,Cosmic Solitude,Chet Baker,Chet Baker - Hypnotic Collection Vol. 3,jazz,48,197638,0.599,0.762,0,-10.7,1,0.0439,0.589,0.0399,0.204,0.534,96.2,4
t_0695,Vintage Journey,Chet Baker,Chet Baker - Hypnotic Collection Vol. 3,jazz,54,233960,0.822,0.717,7,-15.4,0,0.0489,0.492,0.0218,0.214,0.589,112.9,4
t_0696,Crystal Dream,ChilledCow,ChilledCow - Deep Collection Vol. 1,lo-fi,56,273314,0.765,0.353,6,-17.5,0,0.0621,0.654,0.8479,0.195,0.577,76.8,4
t_0697,Euphoric Dream,ChilledCow,ChilledCow - Deep Collection Vol. 1,lo-fi,62,216164,0.69,0.402,2,-11.0,0,0.0833,0.876,0.5748,0.309,0.603,79.4,4
t_0698,Dark Wave,ChilledCow,ChilledCow - Deep Collection Vol. 1,lo-fi,90,156873,0.696,0.38,2,-9.9,0,0.0755,0.613,0.6088,0.116,0.339,85.0,4
t_0699,Infinite Dawn,ChilledCow,ChilledCow - Deep Collection Vol. 1,lo-fi,72,278747,0.759,0.328,7,-10.2,0,0.0848,0.663,0.6708,0.226,0.311,80.0,4
t_0700,Radiant Night,ChilledCow,ChilledCow - Deep Collection Vol. 1,lo-fi,53,276038,0.564,0.42,6,-15.5,0,0.0555,0.804,0.8854,0.117,0.507,82.4,4
t_0701,Euphoric Silence,ChilledCow,ChilledCow - Serene Collection Vol. 2,lo-fi,62,200477,0.72,0.305,9,-10.2,0,0.0396,0.762,0.9245,0.204,0.465,71.9,4
t_0702,Deep Echo,ChilledCow,ChilledCow - Serene Collection Vol. 2,lo-fi,89,269783,0.561,0.392,7,-4.9,0,0.0359,0.631,0.7604,0.207,0.473,84.0,4
t_0703,Astral Lullaby,ChilledCow,ChilledCow - Serene Collection Vol. 2,lo-fi,74,200352,0.742,0.281,2,-11.2,0,0.0305,0.792,0.7945,0.198,0.471,81.1,4
t_0704,Ethereal Memory,ChilledCow,ChilledCow - Serene Collection Vol. 2,lo-fi,72,180994,0.554,0.444,5,-12.0,1,0.0876,0.728,0.6179,0.103,0.608,87.5,4
t_0705,Hypnotic Vibe,ChilledCow,ChilledCow - Serene Collection Vol. 2,lo-fi,80,227164,0.76,0.365,2,-11.1,0,0.0736,0.639,0.5253,0.202,0.557,70.1,4
t_0706,Dark Ocean,ChilledCow,ChilledCow - Ethereal Collection Vol. 3,lo-fi,45,273432,0.694,0.319,6,-6.8,0,0.0343,0.89,0.9241,0.096,0.595,86.4,4
t_0707,Velvet Silence,ChilledCow,ChilledCow - Ethereal Collection Vol. 3,lo-fi,70,169319,0.744,0.379,5,-10.1,0,0.0792,0.69,0.5896,0.342,0.365,79.5,4
t_0708,Lost Sky,ChilledCow,ChilledCow - Ethereal Collection Vol. 3,lo-fi,78,154710,0.586,0.423,8,-12.9,0,0.0525,0.713,0.7592,0.241,0.561,76.0,4
t_0709,Euphoric Solitude,ChilledCow,ChilledCow - Ethereal Collection Vol. 3,lo-fi,57,249461,0.738,0.427,5,-9.9,0,0.0669,0.701,0.7243,0.214,0.51,79.8,4
t_0710,Vintage Star,ChilledCow,ChilledCow - Ethereal Collection Vol. 3,lo-fi,62,234039,0.714,0.405,7,-8.3,1,0.0448,0.644,0.5227,0.15,0.314,77.8,4
t_0711,Dark Journey,Kupla,Kupla - Infinite Collection Vol. 1,lo-fi,55,203922,0.551,0.356,8,-17.7,1,0.0756,0.749,0.5066,0.164,0.5,83.0,4
t_0712,Ethereal Rhythm,Kupla,Kupla - Infinite Collection Vol. 1,lo-fi,59,164543,0.682,0.238,6,-12.4,1,0.0394,0.699,0.8924,0.333,0.51,87.6,4
t_0713,Infinite Fire,Kupla,Kupla - Infinite Collection Vol. 1,lo-fi,76,161517,0.732,0.208,2,-4.5,1,0.0346,0.821,0.5371,0.052,0.539,82.2,4
t_0714,Dark Pulse,Kupla,Kupla - Infinite Collection Vol. 1,lo-fi,95,190847,0.671,0.332,5,-12.2,0,0.0381,0.823,0.7303,0.318,0.612,74.7,4
t_0715,Fading Sky,Kupla,Kupla - Infinite Collection Vol. 1,lo-fi,70,315161,0.727,0.287,4,-15.9,0,0.049,0.795,0.5608,0.108,0.429,74.7,4
t_0716,Hypnotic Rain,Kupla,Kupla - Vintage Collection Vol. 2,lo-fi,50,227817,0.594,0.275,11,-4.2,0,0.0319,0.77,0.5025,0.139,0.484,79.2,4
t_0717,Dark Orbit,Kupla,Kupla - Vintage Collection Vol. 2,lo-fi,64,319917,0.748,0.421,4,-13.7,0,0.0616,0.831,0.9344,0.289,0.617,88.1,4
t_0718,Dark Glow,Kupla,Kupla - Vintage Collection Vol. 2,lo-fi,75,286507,0.747,0.245,3,-16.8,1,0.0519,0.799,0.9418,0.082,0.56,75.2,4
t_0719,Golden Wave,Kupla,Kupla - Vintage Collection Vol. 2,lo-fi,80,318967,0.643,0.348,5,-7.1,0,0.0682,0.802,0.7063,0.061,0.5,87.4,4
t_0720,Deep Solitude,Kupla,Kupla - Vintage Collection Vol. 2,lo-fi,60,190127,0.705,0.355,9,-8.2,1,0.0766,0.781,0.9453,0.088,0.5,80.3,4
t_0721,Electric Sky,Kupla,Kupla - Dark Collection Vol. 3,lo-fi,65,291469,0.611,0.285,7,-5.1,0,0.0568,0.695,0.9115,0.217,0.502,81.0,4
t_0722,Radiant Shadow,Kupla,Kupla - Dark Collection Vol. 3,lo-fi,95,266268,0.573,0.414,4,-10.6,0,0.0311,0.726,0.7531,0.16,0.358,82.6,4
t_0723,Euphoric Solitude,Kupla,Kupla - Dark Collection Vol. 3,lo-fi,65,259247,0.662,0.25,7,-8.5,0,0.0448,0.868,0.6639,0.122,0.471,71.9,4
t_0724,Serene Vibe,Kupla,Kupla - Dark Collection Vol. 3,lo-fi,56,142684,0.593,0.25,8,-7.2,1,0.0338,0.629,0.8543,0.199,0.314,77.0,4
t_0725,Deep Echo,Kupla,Kupla - Dark Collection Vol. 3,lo-fi,58,229971,0.569,0.391,4,-10.6,0,0.062,0.832,0.7838,0.282,0.4,72.5,4
t_0726,Ethereal Rain,Idealism,Idealism - Astral Collection Vol. 1,lo-fi,61,185318,0.681,0.434,2,-3.9,1,0.0471,0.709,0.5651,0.345,0.308,89.4,4
t_0727,Infinite Fire,Idealism,Idealism - Astral Collection Vol. 1,lo-fi,80,214149,0.702,0.425,2,-12.6,1,0.0411,0.604,0.8138,0.349,0.43,79.7,4
t_0728,Fading Dawn,Idealism,Idealism - Astral Collection Vol. 1,lo-fi,57,275364,0.582,0.223,1,-16.3,0,0.077,0.608,0.8188,0.299,0.373,70.9,4
t_0729,Velvet Journey,Idealism,Idealism - Astral Collection Vol. 1,lo-fi,93,312813,0.64,0.431,0,-10.1,1,0.0586,0.85,0.8943,0.338,0.524,81.1,4
t_0730,Lost Glow,Idealism,Idealism - Astral Collection Vol. 1,lo-fi,71,209511,0.618,0.208,5,-14.0,1,0.0589,0.751,0.6866,0.069,0.391,87.2,4
t_0731,Astral Glow,Idealism,Idealism - Lost Collection Vol. 2,lo-fi,70,230001,0.59,0.426,1,-10.2,1,0.0368,0.717,0.5264,0.34,0.337,72.5,4
t_0732,Lost Ocean,Idealism,Idealism - Lost Collection Vol. 2,lo-fi,92,232923,0.628,0.245,2,-17.7,0,0.0675,0.675,0.5449,0.265,0.625,81.6,4
t_0733,Silent Dawn,Idealism,Idealism - Lost Collection Vol. 2,lo-fi,54,208751,0.592,0.339,5,-9.1,1,0.0508,0.657,0.5623,0.331,0.502,80.9,4
t_0734,Euphoric Neon,Idealism,Idealism - Lost Collection Vol. 2,lo-fi,70,291094,0.567,0.419,11,-16.7,1,0.0402,0.612,0.5401,0.269,0.307,80.1,4
t_0735,Dark Ocean,Idealism,Idealism - Lost Collection Vol. 2,lo-fi,50,214824,0.627,0.265,7,-9.5,0,0.0504,0.832,0.7695,0.326,0.504,84.9,4
t_0736,Fading Horizon,Idealism,Idealism - Crystal Collection Vol. 3,lo-fi,47,310060,0.635,0.34,8,-13.5,1,0.0556,0.677,0.6482,0.251,0.379,79.3,4
t_0737,Deep Memory,Idealism,Idealism - Crystal Collection Vol. 3,lo-fi,94,159369,0.757,0.44,0,-10.7,1,0.0305,0.866,0.7916,0.191,0.641,80.3,4
t_0738,Hypnotic Wave,Idealism,Idealism - Crystal Collection Vol. 3,lo-fi,76,250516,0.743,0.383,1,-16.9,0,0.0574,0.795,0.749,0.224,0.487,89.7,4
t_0739,Ethereal Memory,Idealism,Idealism - Crystal Collection Vol. 3,lo-fi,49,305819,0.575,0.244,0,-11.2,1,0.06,0.701,0.912,0.067,0.318,71.9,4
t_0740,Euphoric Ascent,Idealism,Idealism - Crystal Collection Vol. 3,lo-fi,60,280532,0.648,0.232,7,-9.8,0,0.0627,0.706,0.7367,0.093,0.617,80.6,4
t_0741,Vintage Sky,Jinsang,Jinsang - Electric Collection Vol. 1,lo-fi,86,260801,0.681,0.431,7,-7.4,0,0.0794,0.668,0.7809,0.162,0.466,90.0,4
t_0742,Serene Echo,Jinsang,Jinsang - Electric Collection Vol. 1,lo-fi,45,253491,0.614,0.325,3,-11.9,1,0.0487,0.647,0.529,0.097,0.388,72.4,4
t_0743,Fading Dream,Jinsang,Jinsang - Electric Collection Vol. 1,lo-fi,80,307185,0.655,0.355,1,-13.2,0,0.0674,0.706,0.7869,0.064,0.401,79.6,4
t_0744,Infinite Horizon,Jinsang,Jinsang - Electric Collection Vol. 1,lo-fi,82,292890,0.587,0.412,5,-8.0,0,0.0402,0.671,0.7323,0.288,0.472,72.9,4
t_0745,Midnight Chronicle,Jinsang,Jinsang - Electric Collection Vol. 1,lo-fi,79,218880,0.585,0.443,9,-13.1,1,0.0564,0.711,0.831,0.172,0.314,85.7,4
t_0746,Radiant Memory,Jinsang,Jinsang - Velvet Collection Vol. 2,lo-fi,50,264955,0.582,0.325,9,-13.0,0,0.0364,0.648,0.6161,0.276,0.445,81.7,4
t_0747,Lost Vibe,Jinsang,Jinsang - Velvet Collection Vol. 2,lo-fi,49,303814,0.581,0.235,11,-15.8,0,0.0652,0.895,0.9493,0.249,0.596,80.5,4
t_0748,Ethereal Neon,Jinsang,Jinsang - Velvet Collection Vol. 2,lo-fi,91,302252,0.745,0.418,0,-16.4,0,0.0632,0.654,0.6039,0.214,0.442,81.7,4
t_0749,Hypnotic Silence,Jinsang,Jinsang - Velvet Collection Vol. 2,lo-fi,45,271811,0.589,0.232,2,-12.9,1,0.0459,0.791,0.6302,0.341,0.372,74.6,4
t_0750,Infinite Ascent,Jinsang,Jinsang - Velvet Collection Vol. 2,lo-fi,85,314409,0.778,0.296,9,-17.3,1,0.0673,0.879,0.7294,0.145,0.57,88.4,4
t_0751,Ethereal Rhythm,Jinsang,Jinsang - Cosmic Collection Vol. 3,lo-fi,50,163314,0.732,0.397,8,-13.5,1,0.0586,0.653,0.7885,0.31,0.495,76.4,4
t_0752,Deep Neon,Jinsang,Jinsang - Cosmic Collection Vol. 3,lo-fi,71,224405,0.73,0.218,2,-12.4,0,0.0895,0.659,0.5395,0.268,0.483,80.7,4
t_0753,Cosmic Memory,Jinsang,Jinsang - Cosmic Collection Vol. 3,lo-fi,50,153802,0.601,0.291,6,-11.8,0,0.0729,0.726,0.8792,0.142,0.331,79.3,4
t_0754,Infinite Neon,Jinsang,Jinsang - Cosmic Collection Vol. 3,lo-fi,75,155415,0.646,0.218,1,-10.2,0,0.08,0.645,0.5418,0.062,0.593,81.8,4
t_0755,Midnight Chronicle,Jinsang,Jinsang - Cosmic Collection Vol. 3,lo-fi,67,149406,0.72,0.4,8,-12.8,0,0.0754,0.771,0.7767,0.113,0.491,76.4,4
t_0756,Silent Echo,Sleeper,Sleeper - Midnight Collection Vol. 1,lo-fi,89,240783,0.718,0.387,10,-9.7,1,0.0632,0.658,0.6935,0.221,0.388,83.0,4
t_0757,Astral Horizon,Sleeper,Sleeper - Midnight Collection Vol. 1,lo-fi,52,206926,0.654,0.216,5,-14.2,0,0.0527,0.643,0.6633,0.074,0.477,77.8,4
t_0758,Euphoric Pulse,Sleeper,Sleeper - Midnight Collection Vol. 1,lo-fi,81,158633,0.749,0.325,2,-13.6,0,0.0871,0.66,0.7465,0.086,0.459,72.9,4
t_0759,Velvet Shadow,Sleeper,Sleeper - Midnight Collection Vol. 1,lo-fi,79,215481,0.731,0.23,1,-15.0,1,0.0487,0.794,0.5867,0.275,0.628,78.6,4
t_0760,Astral Rhythm,Sleeper,Sleeper - Midnight Collection Vol. 1,lo-fi,54,290570,0.62,0.402,4,-15.5,1,0.046,0.609,0.7556,0.06,0.457,80.3,4
t_0761,Electric Rain,Sleeper,Sleeper - Cosmic Collection Vol. 2,lo-fi,64,288105,0.777,0.423,6,-10.0,0,0.0604,0.613,0.7946,0.313,0.332,71.0,4
t_0762,Vintage Shadow,Sleeper,Sleeper - Cosmic Collection Vol. 2,lo-fi,57,158674,0.771,0.334,1,-16.8,0,0.0733,0.695,0.9409,0.147,0.636,87.6,4
t_0763,Ethereal Lullaby,Sleeper,Sleeper - Cosmic Collection Vol. 2,lo-fi,62,313700,0.707,0.444,1,-7.3,1,0.0346,0.728,0.5842,0.276,0.529,78.6,4
t_0764,Deep Orbit,Sleeper,Sleeper - Cosmic Collection Vol. 2,lo-fi,48,306722,0.711,0.399,4,-8.8,1,0.0501,0.64,0.883,0.234,0.459,71.3,4
t_0765,Hypnotic Orbit,Sleeper,Sleeper - Cosmic Collection Vol. 2,lo-fi,70,159612,0.662,0.266,4,-9.2,1,0.0719,0.863,0.7559,0.146,0.356,76.8,4
t_0766,Serene Echo,Sleeper,Sleeper - Midnight Collection Vol. 3,lo-fi,67,156730,0.601,0.362,2,-5.5,0,0.0789,0.656,0.8097,0.321,0.59,81.5,4
t_0767,Astral Orbit,Sleeper,Sleeper - Midnight Collection Vol. 3,lo-fi,94,167836,0.738,0.406,5,-7.5,0,0.0867,0.869,0.7021,0.248,0.387,89.0,4
t_0768,Bright Glow,Sleeper,Sleeper - Midnight Collection Vol. 3,lo-fi,65,305330,0.757,0.226,8,-10.0,0,0.0657,0.846,0.8033,0.204,0.4,82.8,4
t_0769,Midnight Solitude,Sleeper,Sleeper - Midnight Collection Vol. 3,lo-fi,75,195669,0.646,0.252,0,-12.1,1,0.0363,0.848,0.5404,0.143,0.398,89.5,4
t_0770,Golden Chronicle,Sleeper,Sleeper - Midnight Collection Vol. 3,lo-fi,87,268015,0.627,0.429,11,-5.3,0,0.0491,0.837,0.6271,0.268,0.365,80.6,4
t_0771,Euphoric Ocean,Nohidea,Nohidea - Crystal Collection Vol. 1,lo-fi,58,225104,0.628,0.356,8,-8.5,1,0.0661,0.846,0.6904,0.334,0.584,75.8,4
t_0772,Fading Solitude,Nohidea,Nohidea - Crystal Collection Vol. 1,lo-fi,50,162298,0.743,0.338,0,-15.7,1,0.0466,0.63,0.5214,0.255,0.303,72.7,4
t_0773,Dark Rhythm,Nohidea,Nohidea - Crystal Collection Vol. 1,lo-fi,63,150218,0.633,0.443,4,-3.5,0,0.0352,0.669,0.5011,0.117,0.612,78.4,4
t_0774,Vintage Dream,Nohidea,Nohidea - Crystal Collection Vol. 1,lo-fi,88,311045,0.742,0.332,8,-4.7,1,0.0749,0.639,0.9207,0.063,0.492,84.8,4
t_0775,Fading Lullaby,Nohidea,Nohidea - Crystal Collection Vol. 1,lo-fi,57,157369,0.565,0.228,4,-8.5,1,0.0315,0.777,0.7981,0.086,0.58,79.4,4
t_0776,Electric Pulse,Nohidea,Nohidea - Midnight Collection Vol. 2,lo-fi,73,148424,0.569,0.255,10,-8.2,1,0.0649,0.625,0.5074,0.254,0.51,83.1,4
t_0777,Radiant Pulse,Nohidea,Nohidea - Midnight Collection Vol. 2,lo-fi,84,197244,0.678,0.251,11,-17.4,0,0.0724,0.842,0.5716,0.176,0.511,72.0,4
t_0778,Cosmic Horizon,Nohidea,Nohidea - Midnight Collection Vol. 2,lo-fi,57,156026,0.704,0.298,10,-9.3,1,0.0382,0.627,0.6525,0.144,0.506,77.0,4
t_0779,Ethereal Night,Nohidea,Nohidea - Midnight Collection Vol. 2,lo-fi,46,198847,0.678,0.398,2,-8.8,1,0.0882,0.766,0.6066,0.262,0.449,87.6,4
t_0780,Electric Memory,Nohidea,Nohidea - Midnight Collection Vol. 2,lo-fi,45,275716,0.6,0.402,2,-12.7,0,0.0324,0.677,0.5284,0.337,0.637,81.0,4
t_0781,Golden Vibe,Nohidea,Nohidea - Cosmic Collection Vol. 3,lo-fi,79,300223,0.579,0.417,5,-9.7,1,0.0603,0.686,0.8306,0.28,0.388,78.8,4
t_0782,Hypnotic Solitude,Nohidea,Nohidea - Cosmic Collection Vol. 3,lo-fi,66,235430,0.718,0.361,10,-15.1,1,0.0666,0.759,0.8765,0.186,0.426,87.4,4
t_0783,Cosmic Ascent,Nohidea,Nohidea - Cosmic Collection Vol. 3,lo-fi,57,173762,0.686,0.352,6,-14.3,0,0.0688,0.649,0.8077,0.322,0.629,71.6,4
t_0784,Dark Vibe,Nohidea,Nohidea - Cosmic Collection Vol. 3,lo-fi,69,274131,0.566,0.276,9,-12.0,0,0.042,0.778,0.6322,0.273,0.48,89.9,4
t_0785,Crystal Star,Nohidea,Nohidea - Cosmic Collection Vol. 3,lo-fi,48,266544,0.626,0.331,4,-12.5,1,0.0626,0.82,0.7974,0.26,0.427,88.7,4
t_0786,Golden Memory,Tomppabeats,Tomppabeats - Fading Collection Vol. 1,lo-fi,53,264287,0.598,0.308,1,-16.9,1,0.0662,0.746,0.5925,0.123,0.329,70.9,4
t_0787,Velvet Dawn,Tomppabeats,Tomppabeats - Fading Collection Vol. 1,lo-fi,89,258724,0.704,0.293,9,-6.1,1,0.0498,0.861,0.7717,0.191,0.321,80.4,4
t_0788,Astral Rain,Tomppabeats,Tomppabeats - Fading Collection Vol. 1,lo-fi,55,256538,0.57,0.229,10,-11.0,0,0.0825,0.805,0.8757,0.071,0.633,88.0,4
t_0789,Electric Horizon,Tomppabeats,Tomppabeats - Fading Collection Vol. 1,lo-fi,84,237723,0.685,0.289,5,-6.3,1,0.0854,0.731,0.7487,0.261,0.497,78.5,4
t_0790,Fading Shadow,Tomppabeats,Tomppabeats - Fading Collection Vol. 1,lo-fi,87,151836,0.61,0.414,7,-15.9,1,0.0424,0.615,0.7415,0.197,0.549,75.5,4
t_0791,Velvet Vibe,Tomppabeats,Tomppabeats - Euphoric Collection Vol. 2,lo-fi,57,142900,0.568,0.427,0,-16.5,0,0.0896,0.622,0.6254,0.115,0.382,86.8,4
t_0792,Astral Pulse,Tomppabeats,Tomppabeats - Euphoric Collection Vol. 2,lo-fi,46,301183,0.711,0.227,5,-4.9,1,0.0803,0.797,0.7455,0.139,0.407,82.1,4
t_0793,Electric Fire,Tomppabeats,Tomppabeats - Euphoric Collection Vol. 2,lo-fi,81,152972,0.607,0.332,6,-11.3,0,0.052,0.726,0.7627,0.144,0.553,88.6,4
t_0794,Euphoric Dream,Tomppabeats,Tomppabeats - Euphoric Collection Vol. 2,lo-fi,89,162433,0.629,0.223,8,-3.9,0,0.0527,0.66,0.5931,0.345,0.446,70.1,4
t_0795,Lost Orbit,Tomppabeats,Tomppabeats - Euphoric Collection Vol. 2,lo-fi,82,300782,0.706,0.201,0,-14.2,1,0.0766,0.738,0.742,0.2,0.435,79.3,4
t_0796,Ethereal Dream,Tomppabeats,Tomppabeats - Electric Collection Vol. 3,lo-fi,48,212722,0.615,0.221,7,-11.6,1,0.0428,0.776,0.5539,0.346,0.421,73.8,4
t_0797,Cosmic Chronicle,Tomppabeats,Tomppabeats - Electric Collection Vol. 3,lo-fi,70,172440,0.636,0.405,6,-16.3,1,0.0495,0.633,0.8445,0.264,0.553,77.0,4
t_0798,Euphoric Vibe,Tomppabeats,Tomppabeats - Electric Collection Vol. 3,lo-fi,79,274930,0.585,0.311,7,-6.8,1,0.0715,0.861,0.9297,0.097,0.546,77.2,4
t_0799,Vintage Ocean,Tomppabeats,Tomppabeats - Electric Collection Vol. 3,lo-fi,86,267847,0.761,0.436,7,-4.0,0,0.0495,0.856,0.7623,0.188,0.31,74.5,4
t_0800,Deep Ascent,Tomppabeats,Tomppabeats - Electric Collection Vol. 3,lo-fi,85,250263,0.607,0.353,6,-4.7,1,0.0448,0.684,0.864,0.15,0.366,82.2,4
t_0801,Vintage Pulse,Saib,Saib - Bright Collection Vol. 1,lo-fi,83,197348,0.573,0.355,0,-6.9,0,0.0564,0.609,0.5311,0.287,0.634,81.2,4
t_0802,Astral Night,Saib,Saib - Bright Collection Vol. 1,lo-fi,77,165150,0.684,0.437,6,-10.3,1,0.0492,0.696,0.8228,0.134,0.62,86.0,4
t_0803,Hypnotic Memory,Saib,Saib - Bright Collection Vol. 1,lo-fi,79,287614,0.695,0.353,6,-16.3,0,0.084,0.775,0.5118,0.219,0.539,73.6,4
t_0804,Serene Orbit,Saib,Saib - Bright Collection Vol. 1,lo-fi,67,241449,0.589,0.288,5,-8.1,1,0.0747,0.619,0.579,0.3,0.566,73.8,4
t_0805,Hypnotic Lullaby,Saib,Saib - Bright Collection Vol. 1,lo-fi,76,289608,0.683,0.23,9,-10.5,0,0.0609,0.739,0.5062,0.114,0.496,81.6,4
t_0806,Hypnotic Fire,Saib,Saib - Cosmic Collection Vol. 2,lo-fi,81,212396,0.661,0.235,9,-8.2,0,0.0849,0.637,0.5541,0.309,0.381,79.0,4
t_0807,Serene Horizon,Saib,Saib - Cosmic Collection Vol. 2,lo-fi,67,191956,0.557,0.311,1,-16.0,0,0.0408,0.719,0.7198,0.082,0.302,89.6,4
t_0808,Golden Horizon,Saib,Saib - Cosmic Collection Vol. 2,lo-fi,91,191283,0.595,0.435,10,-4.5,0,0.0706,0.64,0.7316,0.053,0.52,73.9,4
t_0809,Infinite Dawn,Saib,Saib - Cosmic Collection Vol. 2,lo-fi,82,235697,0.735,0.308,11,-4.0,0,0.0896,0.704,0.5012,0.15,0.441,85.5,4
t_0810,Golden Lullaby,Saib,Saib - Cosmic Collection Vol. 2,lo-fi,94,274430,0.754,0.255,4,-10.8,0,0.0526,0.724,0.6471,0.341,0.401,78.1,4
t_0811,Cosmic Ascent,Saib,Saib - Radiant Collection Vol. 3,lo-fi,90,170068,0.556,0.439,11,-11.0,0,0.0426,0.853,0.8085,0.112,0.463,88.5,4
t_0812,Vintage Chronicle,Saib,Saib - Radiant Collection Vol. 3,lo-fi,46,200630,0.72,0.298,0,-16.2,1,0.0473,0.653,0.9369,0.161,0.35,71.3,4
t_0813,Crystal Sky,Saib,Saib - Radiant Collection Vol. 3,lo-fi,83,267750,0.553,0.378,11,-4.3,1,0.0728,0.833,0.6416,0.124,0.392,89.6,4
t_0814,Deep Vibe,Saib,Saib - Radiant Collection Vol. 3,lo-fi,85,262037,0.601,0.391,0,-7.4,0,0.0317,0.889,0.7324,0.292,0.541,83.7,4
t_0815,Midnight Ascent,Saib,Saib - Radiant Collection Vol. 3,lo-fi,76,270815,0.61,0.366,11,-8.1,0,0.0783,0.758,0.6392,0.316,0.586,89.2,4
t_0816,Midnight Pulse,Phoebe Bridgers,Phoebe Bridgers - Deep Collection Vol. 1,indie,77,251474,0.687,0.582,0,-11.8,0,0.0837,0.192,0.0245,0.282,0.531,107.5,4
t_0817,Electric Vibe,Phoebe Bridgers,Phoebe Bridgers - Deep Collection Vol. 1,indie,72,246150,0.54,0.609,2,-15.3,0,0.0568,0.551,0.0279,0.149,0.361,123.4,4
t_0818,Crystal Night,Phoebe Bridgers,Phoebe Bridgers - Deep Collection Vol. 1,indie,56,188488,0.825,0.541,11,-6.2,0,0.0646,0.44,0.0361,0.071,0.542,109.1,4
t_0819,Lost Glow,Phoebe Bridgers,Phoebe Bridgers - Deep Collection Vol. 1,indie,79,163605,0.659,0.635,0,-14.2,0,0.0721,0.162,0.0358,0.118,0.631,119.4,4
t_0820,Infinite Rain,Phoebe Bridgers,Phoebe Bridgers - Deep Collection Vol. 1,indie,79,267675,0.701,0.637,11,-10.7,0,0.0476,0.38,0.0485,0.291,0.578,118.0,4
t_0821,Velvet Vibe,Phoebe Bridgers,Phoebe Bridgers - Astral Collection Vol. 2,indie,53,174803,0.561,0.559,11,-4.7,0,0.0414,0.114,0.0453,0.346,0.584,87.0,4
t_0822,Silent Lullaby,Phoebe Bridgers,Phoebe Bridgers - Astral Collection Vol. 2,indie,51,199168,0.793,0.642,2,-10.8,0,0.0351,0.396,0.0201,0.143,0.662,110.7,4
t_0823,Euphoric Silence,Phoebe Bridgers,Phoebe Bridgers - Astral Collection Vol. 2,indie,62,302648,0.778,0.63,0,-10.9,0,0.0356,0.55,0.0013,0.117,0.708,127.4,4
t_0824,Silent Fire,Phoebe Bridgers,Phoebe Bridgers - Astral Collection Vol. 2,indie,51,225375,0.533,0.6,1,-10.4,1,0.089,0.508,0.0139,0.227,0.587,124.4,4
t_0825,Electric Orbit,Phoebe Bridgers,Phoebe Bridgers - Astral Collection Vol. 2,indie,82,306237,0.712,0.754,3,-8.6,0,0.0443,0.221,0.0048,0.238,0.542,104.7,4
t_0826,Crystal Orbit,Phoebe Bridgers,Phoebe Bridgers - Electric Collection Vol. 3,indie,87,303303,0.588,0.452,10,-17.1,0,0.0863,0.313,0.0415,0.304,0.418,101.5,4
t_0827,Lost Silence,Phoebe Bridgers,Phoebe Bridgers - Electric Collection Vol. 3,indie,72,162296,0.576,0.416,1,-16.7,1,0.0614,0.563,0.0436,0.208,0.631,124.3,4
t_0828,Golden Ascent,Phoebe Bridgers,Phoebe Bridgers - Electric Collection Vol. 3,indie,47,281622,0.609,0.457,5,-13.3,1,0.0447,0.445,0.0028,0.209,0.451,104.8,4
